InvoiceID,CustomerID,CreditCard,SupervisorID,Quantity,Price,Freight,OrderDate
1001606,YC04,3716-6892-6744-3922,sup16,52,85.47,13.06,3/21/2018
1001607,EL46,3797-7614-9834-5771,sup83,4,80.43,10.93,3/6/2018
1001608,RA44,6730-6658-0127-1149,sup62,1,40.31,22.4,3/5/2018
1001609,DL49,7489-2196-6641-2328,sup14,64,30.55,23.28,3/20/2018
1001610,UA39,0124-2771-2422-8587,sup76,16,73.05,25.84,3/3/2018
1001611,QK35,2778-4021-2798-8851,sup19,73,34.65,19.55,3/24/2018
1001612,DD04,4115-5001-9605-9384,sup39,15,47.9,20.84,4/1/2018
1001613,IV48,2080-6651-7840-5647,sup34,38,85.18,17.51,3/8/2018
1001614,IT45,0713-5112-4561-7767,sup84,28,83.74,21.7,4/7/2018
1001615,SW72,6113-7816-2699-4083,sup28,89,48.07,18.45,3/14/2018
1001616,PU73,4848-1454-1151-4118,sup56,12,89.78,27.89,4/13/2018
1001617,EQ46,6746-5687-5628-5303,sup16,29,82,23.35,4/7/2018
1001618,KT74,6505-2909-5161-5595,sup63,38,63.78,18.39,4/15/2018
1001619,FJ77,8603-9381-4298-9313,sup12,75,37.21,10.57,3/31/2018
1001620,IY77,8592-9575-0954-6232,sup08,92,41.98,26.53,4/29/2018
1001621,YP51,3742-9362-1280-2050,sup11,14,85.22,17.55,3/22/2018
1001622,PA51,9592-1646-6824-3936,sup16,16,53.65,13.69,4/5/2018
1001623,YG98,3818-9655-4159-9177,sup26,76,83.99,12.92,3/7/2018
1001624,CG52,3782-0111-6133-6917,sup22,16,44.08,28.45,4/29/2018
1001625,ST24,6333-4558-2295-7791,sup49,34,72.28,24.82,3/19/2018
1001626,TD05,8322-1562-2866-8634,sup51,67,82.56,10.46,4/2/2018
1001627,EH28,3250-3623-8736-6110,sup41,14,91.57,29.39,3/27/2018
1001628,HX02,9887-2350-9662-7464,sup65,27,53.15,21.21,3/19/2018
1001629,BX74,0825-3239-1968-9839,sup87,9,40.14,25.57,4/5/2018
1001630,PU81,6209-3063-3607-0122,sup78,49,51.54,17.76,3/22/2018
1001631,TX72,2674-6995-7711-2173,sup14,79,20.58,22.17,3/1/2018
1001632,CT85,1933-5858-9835-5164,sup42,4,30.42,25.89,3/29/2018
1001633,LY56,4751-7019-5383-4416,sup78,7,28.34,13.92,3/19/2018
1001634,AS48,5365-8182-8460-8095,sup66,46,99.47,18.91,4/16/2018
1001635,TN83,2225-4119-8711-4314,sup56,93,47.49,17.5,3/7/2018
1001636,DB08,7870-4296-9466-0391,sup17,91,94.11,20.92,3/25/2018
1001637,DW31,5354-1292-8945-6450,sup00,34,94.24,19.33,4/3/2018
1001638,OH84,6198-6286-2059-3407,sup58,28,92.4,27.78,4/21/2018
1001639,UE89,5907-4805-0178-0232,sup12,95,42.21,19.21,3/16/2018
1001640,FE54,7335-2399-8437-4829,sup76,85,56.59,23.88,3/23/2018
1001641,DZ22,9146-7842-4917-3675,sup78,99,97.78,22.1,3/15/2018
1001642,XV41,8599-1160-9078-7669,sup92,36,23.61,20.49,3/12/2018
1001643,LX94,0839-3682-0748-1574,sup34,8,70.22,12.75,3/1/2018
1001644,AX50,2137-2939-8155-5674,sup40,40,26.48,19.49,4/14/2018
1001645,OD63,2254-1009-0118-1055,sup04,24,31.66,21.72,3/4/2018
1001646,IA69,9436-6233-7765-0271,sup97,43,40.66,14.52,4/13/2018
1001647,UM87,3302-5156-2347-3692,sup15,93,60.11,26.58,4/8/2018
1001648,BY45,6161-3334-4124-9636,sup57,47,56.6,19.16,4/3/2018
1001649,IY25,7004-7885-2201-6903,sup05,16,91.25,17.22,3/25/2018
1001650,WA41,7872-4107-0471-0528,sup86,70,23.44,24.71,3/3/2018
1001651,BZ59,2228-4736-4728-0386,sup14,35,52.06,10.21,3/22/2018
1001652,WK03,3515-3141-1099-0918,sup02,81,61.31,29.18,3/26/2018
1001653,VM03,4397-1150-5834-8446,sup03,55,78.24,10.15,3/17/2018
1001654,BJ55,5307-1516-0152-6308,sup69,57,31.1,18.8,4/11/2018
1001655,AQ05,2190-5157-8261-8804,sup53,74,63.35,21.06,3/11/2018
1001656,WE90,0528-5867-7803-5731,sup52,13,78.82,25.22,3/3/2018
1001657,OC08,7514-5366-7578-8387,sup48,77,97.64,26.73,4/4/2018
1001658,SY12,4267-2118-0394-3053,sup57,35,55.93,14.84,3/9/2018
1001659,OD27,3737-3654-5400-0189,sup55,7,42.22,18.99,4/4/2018
1001660,PS02,4562-3904-9400-8520,sup27,38,89.99,12.53,3/19/2018
1001661,FU89,4251-3292-5749-8434,sup95,45,29.11,15.09,4/27/2018
1001662,LH71,4941-1074-8870-2220,sup88,5,67.87,22.56,3/13/2018
1001663,VI76,4255-2874-2064-8771,sup74,98,20.56,12.29,3/16/2018
1001664,RR65,8827-6026-3084-3956,sup85,96,32.83,20.64,4/17/2018
1001665,ND01,2547-8272-7943-0339,sup58,12,52.62,28.42,3/15/2018
1001666,SX97,4074-9623-7545-7352,sup66,59,63.79,17.03,3/29/2018
1001667,PR42,9323-3895-4343-5578,sup49,73,77.52,24.27,4/2/2018
1001668,FN36,2438-9188-4604-5540,sup27,87,59.36,14.29,3/28/2018
1001669,TJ58,7389-0670-9580-0430,sup04,41,25.57,17.12,4/12/2018
1001670,OU89,7543-1660-4309-6922,sup66,21,59.66,27.02,3/6/2018
1001671,VJ68,6311-5269-4952-0199,sup63,99,92.18,24.95,3/8/2018
1001672,UT86,4293-3680-3348-1561,sup41,77,68.14,18.19,3/27/2018
1001673,DF32,8036-4209-7511-8735,sup03,84,93,10.55,4/2/2018
1001674,PK68,3381-8723-5918-4862,sup58,21,57.7,12.56,3/28/2018
1001675,IO15,8545-6876-3373-5845,sup85,84,35.01,14.16,3/4/2018
1001676,PX42,1992-2844-3403-6735,sup65,69,54.89,16.83,4/11/2018
1001677,BX10,4519-0082-9116-9476,sup90,87,82.23,15.63,3/11/2018
1001678,SA81,6968-5524-8134-6783,sup28,52,78.45,24.26,3/5/2018
1001679,RT77,7476-6574-0070-3410,sup05,96,58.49,23.32,3/31/2018
1001680,AO82,7705-7318-6723-3099,sup02,22,71.18,16.77,3/18/2018
1001681,VQ35,4143-6123-2700-2057,sup60,49,54.19,22.43,4/30/2018
1001682,JZ70,5905-2927-1285-0244,sup14,12,55.43,13.48,4/18/2018
1001683,OZ29,7477-1413-2211-0146,sup59,70,40.63,21.61,3/19/2018
1001684,GZ98,5074-9424-1359-3931,sup19,8,35.87,13.78,3/27/2018
1001685,TD65,3484-8515-4954-2373,sup78,80,62.33,17.83,3/16/2018
1001686,YM99,7032-8834-4244-2460,sup37,27,95.68,24.08,3/22/2018
1001687,CH04,0698-4263-4467-8233,sup07,28,53.48,27.33,4/30/2018
1001688,EZ78,7808-1645-0364-6767,sup57,85,98.12,16.1,4/28/2018
1001689,PB34,5228-2874-0381-2056,sup48,92,95.89,23.5,4/19/2018
1001690,LZ93,3203-8388-2012-0927,sup19,46,35.81,11.97,4/3/2018
1001691,GV21,9080-7653-2746-3757,sup25,27,41.68,29.04,3/5/2018
1001692,FN16,5551-5672-7976-0330,sup24,84,52.81,24.92,3/7/2018
1001693,SE35,9010-1027-7373-6563,sup28,82,89.9,10.91,3/28/2018
1001694,YT43,1392-2925-6946-9735,sup94,17,82.23,13.78,3/1/2018
1001695,YL72,4370-3445-8252-8549,sup84,40,86.81,15.68,3/29/2018
1001696,MB60,0507-8570-5058-1581,sup64,7,74.77,27.64,3/9/2018
1001697,DJ62,8124-5385-3805-1312,sup33,20,51.5,20.86,3/4/2018
1001698,MV56,3961-5444-2089-6867,sup68,89,37.58,16.29,3/5/2018
1001699,BL28,1100-9322-6465-8626,sup72,66,84.45,27.25,3/30/2018
1001700,XR98,2310-9164-0521-2264,sup12,70,25.71,18.13,3/31/2018
1001701,JY97,3182-6896-5052-4264,sup10,41,45.3,14.28,3/9/2018
1001702,QK37,9750-0369-1026-1942,sup21,26,78.53,14.17,4/24/2018
1001703,NT99,1851-7280-6189-2720,sup24,11,71.91,11.23,4/3/2018
1001704,LC05,4723-8301-1347-6695,sup66,35,53.66,28.65,4/14/2018
1001705,FK09,8612-6800-8703-1352,sup94,15,52.11,26.62,3/29/2018
1001706,WJ29,9584-6985-7327-7691,sup76,50,53.33,23.96,4/11/2018
1001707,AQ06,2248-1945-9520-3993,sup52,100,50.1,26.89,3/14/2018
1001708,SA55,9933-6595-4651-5591,sup46,33,30.01,17.14,3/13/2018
1001709,VC21,9211-0530-2109-8056,sup30,53,32.8,12.97,4/2/2018
1001710,BY66,8374-5627-9974-5898,sup02,40,57.58,17.98,3/26/2018
1001711,TA47,0944-6281-9263-5997,sup83,7,86.18,10.57,4/22/2018
1001712,YN65,3477-6386-5336-5722,sup51,50,24.18,18.97,3/21/2018
1001713,KJ15,3677-9031-4402-0466,sup20,69,45.26,16.15,3/20/2018
1001714,BF57,6330-6544-0260-7770,sup98,71,85.46,13.3,3/10/2018
1001715,BG65,5687-2863-7952-4165,sup90,54,92.89,22.2,3/27/2018
1001716,UC04,5181-0582-2831-4866,sup94,94,82.36,27.79,3/14/2018
1001717,GA09,9611-0551-9108-0360,sup95,32,26.31,28.49,3/8/2018
1001718,DO24,5559-9992-0247-6487,sup65,90,50.99,26.65,3/14/2018
1001719,ZJ59,8763-8763-7321-2080,sup32,28,57.47,17.73,4/24/2018
1001720,FW35,4844-4525-8912-9268,sup77,80,83.48,17.64,4/4/2018
1001721,IP28,1568-4998-6113-3932,sup33,48,41.19,24.15,3/15/2018
1001722,DX07,3271-2953-6370-4967,sup48,82,74.3,29.12,3/22/2018
1001723,MX27,9614-5601-1688-0122,sup72,19,31.38,15.61,3/27/2018
1001724,XQ29,9502-7762-7498-3722,sup57,76,91.57,27.82,4/4/2018
1001725,VF12,5933-6444-2630-3576,sup57,71,68.81,26.96,4/1/2018
1001726,VM39,5022-9186-7939-9949,sup31,31,26.54,29.15,3/25/2018
1001727,OM72,9939-6841-2296-7277,sup01,42,36.33,22.58,4/8/2018
1001728,JN09,6351-6638-4609-8900,sup46,91,85.11,29.56,3/30/2018
1001729,UN93,3049-8521-2457-4692,sup30,56,60.07,29.11,3/4/2018
1001730,FR98,2192-0546-1380-1403,sup15,31,88.51,11.12,4/28/2018
1001731,FG49,0075-8316-6350-3297,sup80,57,66.96,22.28,3/22/2018
1001732,DP54,8802-5889-0217-7024,sup20,48,99.9,29.38,3/8/2018
1001733,MA82,2817-8497-5325-6572,sup27,8,88.03,11.25,4/6/2018
1001734,IY35,0513-4828-8225-2037,sup88,82,37.13,13.57,3/24/2018
1001735,YK36,9746-0207-9973-2615,sup98,41,38.79,22.91,3/25/2018
1001736,UX57,6789-6775-5837-1555,sup73,88,42.72,15.5,4/29/2018
1001737,YS50,0729-0785-9468-2247,sup30,88,47.66,13.78,3/14/2018
1001738,UG60,6012-9838-5579-7331,sup35,53,75.52,24.62,4/27/2018
1001739,EV14,8501-6984-6513-7337,sup76,74,74.98,27.71,3/8/2018
1001740,SB11,0737-9321-1805-9914,sup80,13,94.27,29.06,4/30/2018
1001741,NJ90,4928-1383-4819-3785,sup42,96,88.86,20.92,4/12/2018
1001742,JV33,6510-0986-9355-4266,sup07,92,25.38,15.45,4/27/2018
1001743,DA57,6297-3881-4159-7946,sup94,22,70.03,16.04,3/15/2018
1001744,AU54,7912-3999-5074-5915,sup86,7,88.46,15.21,3/27/2018
1001745,PU16,7230-6540-6774-2216,sup36,59,84.89,27.28,4/8/2018
1001746,LL26,2874-4293-8065-9396,sup60,37,98.12,17.06,4/9/2018
1001747,NQ99,2607-8735-0377-3580,sup43,63,38.44,25.59,4/14/2018
1001748,HZ84,4885-5049-4198-4419,sup95,7,22.2,22.53,3/11/2018
1001749,RI74,5007-7684-8061-4502,sup53,33,34.36,20.72,3/3/2018
1001750,TJ70,8092-9389-8309-1670,sup78,18,74.38,28.18,4/1/2018
1001751,AG22,0098-0069-9589-3968,sup24,42,27.37,16.47,4/25/2018
1001752,UJ71,8097-9921-8532-0963,sup03,83,94.54,14.66,3/4/2018
1001753,GQ62,7197-8562-1248-5331,sup29,84,66.6,10.19,3/23/2018
1001754,CJ15,8901-7580-3640-6098,sup44,61,72.03,12.17,3/30/2018
1001755,HX24,6065-9299-8975-8308,sup52,43,40.63,17.36,4/15/2018
1001756,DG13,0682-4509-3689-1675,sup46,94,54.93,22.63,3/28/2018
1001757,CQ07,1555-8593-3979-3648,sup84,56,80.15,29.01,3/30/2018
1001758,AF33,6591-9950-5436-1656,sup67,65,53.74,25.08,4/26/2018
1001759,VV72,9102-6389-7087-8317,sup94,88,61.31,14.2,3/13/2018
1001760,IX95,2195-2701-7961-2778,sup99,22,50.4,16.89,4/18/2018
1001761,YM39,2292-9260-3956-3281,sup34,86,28.78,13.39,4/28/2018
1001762,MG72,9338-1924-3660-7745,sup81,1,29.61,18.13,3/17/2018
1001763,VG64,8840-6663-3568-5913,sup64,90,97.51,11.73,4/24/2018
1001764,GR63,1842-0926-4383-5590,sup26,12,60.39,19.73,4/8/2018
1001765,FQ64,0560-0536-3980-8621,sup68,23,98.17,16.47,3/15/2018
1001766,HK14,9665-7162-2482-0896,sup00,99,53.13,21.17,3/18/2018
1001767,DL74,5845-0647-5171-1956,sup52,16,70.45,24.07,4/23/2018
1001768,ES04,3434-1674-0487-7249,sup29,52,67.29,26.04,4/23/2018
1001769,IA29,3774-7704-8288-8712,sup56,58,50.19,15.63,4/29/2018
1001770,SC39,6297-9367-8030-3084,sup39,11,86.46,27.57,4/22/2018
1001771,IF67,9517-3422-8591-5859,sup78,22,24.55,15.7,3/8/2018
1001772,JL65,5971-2499-8311-1058,sup60,55,41.18,26.92,4/11/2018
1001773,YT35,1979-1883-2136-9119,sup38,65,51.85,16.72,3/21/2018
1001774,AN45,6449-6681-7042-3085,sup62,9,37.51,21.97,3/26/2018
1001775,AW41,9946-4880-6663-0387,sup21,11,22.72,16.51,4/26/2018
1001776,XK20,4090-1702-0814-9960,sup71,61,53.18,21.1,4/19/2018
1001777,WJ93,2826-4435-8151-1145,sup76,61,83.66,10.54,4/19/2018
1001778,EJ62,3073-7626-0198-1164,sup26,14,79.88,16.24,3/6/2018
1001779,MK18,7793-1682-4140-6940,sup09,54,99.3,12.58,4/5/2018
1001780,NR78,3060-5199-7531-3350,sup93,56,32.86,29.3,3/8/2018
1001781,MM48,4555-7237-9129-3300,sup00,85,27.16,17.54,3/11/2018
1001782,CF28,0870-6651-7933-0940,sup99,45,20.36,10.25,3/26/2018
1001783,RU44,6948-6394-5455-0357,sup68,1,33.51,21.64,3/8/2018
1001784,KF24,5687-3326-3001-0948,sup02,37,58.8,21.94,3/14/2018
1001785,YS13,4412-3819-7357-0891,sup79,30,40.4,27.51,3/26/2018
1001786,BN62,9195-8530-7301-8849,sup37,95,91.87,25.35,4/11/2018
1001787,HU00,6131-0743-8932-7320,sup04,11,49.63,21.52,3/18/2018
1001788,JM05,3726-7036-7779-8897,sup82,94,39.4,10.56,3/20/2018
1001789,FR85,0265-0201-3399-8746,sup35,36,84.33,12.67,4/8/2018
1001790,LW92,5806-2032-0493-9192,sup39,93,33.5,24.14,3/9/2018
1001791,ZZ32,6066-2695-1908-6850,sup62,28,86.65,28.07,3/20/2018
1001792,SR54,3750-2724-5640-7502,sup00,68,82.75,15.65,3/30/2018
1001793,JU60,8113-9395-4698-8094,sup89,99,88.4,11.38,4/2/2018
1001794,TQ63,4171-5399-5640-1961,sup21,71,61.68,25.77,3/24/2018
1001795,XS77,8952-0015-5981-4401,sup47,17,74.97,26.01,3/18/2018
1001796,TX86,3270-6437-7695-8152,sup60,45,65.34,27.72,4/15/2018
1001797,TS73,9314-8729-6479-7760,sup85,11,47.17,16.93,3/9/2018
1001798,NQ13,1061-6725-0108-9125,sup67,96,24.13,17,4/24/2018
1001799,IA82,7095-2475-6028-4707,sup12,15,68.68,25.28,4/23/2018
1001800,RW29,5756-7581-7442-0839,sup97,74,91.49,14.48,3/21/2018
1001801,GY34,3464-1190-7390-3386,sup76,55,27.9,11.59,4/25/2018
1001802,EA28,7525-7121-4024-3983,sup37,24,30.57,28.59,4/12/2018
1001803,CD75,2187-6206-4893-4010,sup94,99,85.71,12.41,3/4/2018
1001804,MR09,4471-4708-5195-7779,sup96,66,37.98,11.92,3/24/2018
1001805,KZ46,7804-6875-5511-2157,sup70,23,61.86,17.7,4/9/2018
1001806,FL63,1204-0090-2339-1383,sup76,86,46.83,22.92,3/2/2018
1001807,CZ55,0206-5948-3576-4215,sup70,43,51.95,24.79,4/30/2018
1001808,XL72,0660-7239-2880-6916,sup93,59,48,11.25,3/24/2018
1001809,MN37,8050-7072-9089-8168,sup11,98,79.25,14.67,3/13/2018
1001810,NX69,9996-5625-2037-5478,sup16,27,28.37,26.86,4/2/2018
1001811,QL06,2051-3705-6021-3955,sup74,61,69.52,14.35,4/18/2018
1001812,PX30,3272-8287-6173-6299,sup78,28,80.76,20.85,3/3/2018
1001813,DI85,3061-4586-4185-1312,sup26,26,61.74,12.11,3/12/2018
1001814,YO62,9313-0187-5462-1173,sup61,5,98.34,27.85,4/13/2018
1001815,WQ09,9119-4688-1860-0050,sup71,70,37.41,24.01,4/23/2018
1001816,GV61,8032-4627-1770-2398,sup75,7,93.07,14.58,4/22/2018
1001817,FV12,0999-4257-4407-9950,sup77,3,52.3,21.26,3/16/2018
1001818,GA94,9433-5883-2227-9303,sup35,91,56.11,15.88,4/20/2018
1001819,XE16,7065-6633-8275-5815,sup89,33,93.86,25.85,4/8/2018
1001820,FK75,5987-3022-5812-0078,sup03,49,72.3,29.89,4/14/2018
1001821,ZF94,6028-5396-5583-1994,sup90,51,67.95,25.35,4/30/2018
1001822,IZ82,1404-2831-8637-4566,sup53,76,41.6,16.97,4/27/2018
1001823,RL58,2721-1105-7308-7297,sup32,41,86.96,26.43,4/18/2018
1001824,ZR49,3233-5024-0913-7713,sup65,1,62.65,16.16,4/3/2018
1001825,DD09,8809-1844-3853-4457,sup23,2,94.53,10.27,3/4/2018
1001826,DQ17,3412-4489-9729-7435,sup29,53,64.21,20.44,4/5/2018
1001827,DP37,4134-1393-3767-4004,sup49,34,73.27,24.94,3/5/2018
1001828,UM14,6495-2743-2762-5062,sup48,56,92.61,18.59,3/29/2018
1001829,WX70,3028-9970-2188-6247,sup90,56,22.75,11.87,3/24/2018
1001830,LU75,1485-5754-5662-6031,sup72,5,43.7,13.31,4/18/2018
1001831,PP77,0876-5954-6980-1109,sup04,15,61.45,20.1,3/1/2018
1001832,BA44,2656-9547-9225-1742,sup77,67,71.82,12.76,3/14/2018
1001833,MD77,4979-3867-7010-2705,sup38,17,98.06,16.06,3/19/2018
1001834,IM33,0572-1738-2811-2201,sup90,78,86.94,22.41,4/7/2018
1001835,OI99,1520-5508-3157-9057,sup63,1,77.65,12.45,3/10/2018
1001836,DJ02,1332-0273-5229-1620,sup81,51,82.32,24.76,3/18/2018
1001837,YK78,7987-7040-5626-2811,sup35,13,62.27,26.11,3/24/2018
1001838,HD97,6036-0387-8460-5066,sup82,88,40.66,20.93,3/17/2018
1001839,JT46,7993-8580-3709-7534,sup17,23,69.51,26.18,4/24/2018
1001840,AJ80,2175-9925-1097-2526,sup16,83,23.63,23.09,3/23/2018
1001841,EE92,9955-3023-0744-0447,sup77,47,52.09,10.37,3/28/2018
1001842,XH08,5994-2082-2628-3710,sup78,72,33.81,13.28,3/16/2018
1001843,OM65,3906-4506-0175-5460,sup86,23,35.49,22.22,4/14/2018
1001844,VQ72,9247-1381-9328-0861,sup38,91,97.93,19.73,3/5/2018
1001845,QB55,0711-1163-1739-6403,sup76,12,24.98,26.26,4/30/2018
1001846,ES11,7884-7189-7595-8030,sup89,42,80.84,21.27,3/24/2018
1001847,ND07,6531-8099-9494-5340,sup88,33,30.75,26.68,3/26/2018
1001848,SV65,7307-4955-3060-2617,sup39,2,50.26,15,4/26/2018
1001849,FH16,4838-5553-5218-4322,sup82,31,45.82,20.13,3/12/2018
1001850,RN22,4307-0658-9291-3507,sup18,67,32.85,20.85,4/4/2018
1001851,LP64,6426-5433-2273-1355,sup40,54,43.2,17.04,4/5/2018
1001852,EN20,6034-7820-5396-2677,sup81,86,22.58,22.31,4/1/2018
1001853,CD79,8955-9228-3216-0101,sup06,67,21.39,11.79,3/19/2018
1001854,EA60,1096-6172-6580-6922,sup61,17,68.47,28.25,3/28/2018
1001855,AJ35,7204-3076-1819-6101,sup65,64,90.51,18.12,4/25/2018
1001856,YG88,6145-7488-6637-1871,sup56,32,66.62,13.46,4/4/2018
1001857,PY25,4120-9325-6994-9740,sup53,85,21.47,10.98,4/10/2018
1001858,RM98,3092-3679-1556-8730,sup12,16,58.4,15,4/17/2018
1001859,WE97,6775-4239-7453-8324,sup91,21,78.73,11.15,3/9/2018
1001860,AL97,3767-2894-1218-9689,sup45,77,51.51,22.42,3/25/2018
1001861,JD32,5003-3986-6949-7104,sup30,72,67.34,27.82,3/10/2018
1001862,RE22,5964-8394-1583-6827,sup37,18,67.23,22.5,3/15/2018
1001863,CW18,4852-3359-1805-7906,sup78,30,63.27,16.45,3/29/2018
1001864,RT32,7570-8070-3148-3660,sup76,43,71.01,12.05,4/5/2018
1001865,OY72,9351-0085-3936-9656,sup84,68,25.75,28.95,3/7/2018
1001866,KA14,1691-8256-9583-6256,sup40,58,74.19,18.28,4/13/2018
1001867,QN12,8532-5205-0462-3930,sup84,90,74.93,26.81,3/10/2018
1001868,DC77,1935-6603-7555-4732,sup03,77,80.26,15.57,4/30/2018
1001869,NS81,0772-7161-5860-4402,sup20,8,91.33,15.84,4/2/2018
1001870,ZV64,9379-4919-5272-8547,sup80,2,60.65,24.84,3/27/2018
1001871,MF46,1086-7365-2983-7569,sup66,98,27.75,15.01,3/15/2018
1001872,UX58,0199-8784-6841-4455,sup29,56,76.85,16.27,4/10/2018
1001873,MJ70,6588-9394-3865-9712,sup23,70,61.19,26.69,4/16/2018
1001874,UE27,3199-9417-6853-4003,sup68,63,63.39,13.52,3/23/2018
1001875,RC22,4549-4254-4149-9782,sup98,8,76.65,22.33,3/30/2018
1001876,OX80,8778-0017-6687-4997,sup44,15,35.01,23.55,4/21/2018
1001877,XJ99,9314-9147-5380-7766,sup95,97,36.78,21.76,3/14/2018
1001878,LX12,8923-6616-7589-4383,sup74,76,98.8,17.52,4/6/2018
1001879,HA73,9842-4991-8238-7796,sup09,82,97.02,22.43,4/11/2018
1001880,XG97,2980-7906-3934-1126,sup27,36,78.11,19.05,3/2/2018
1001881,ZP63,6930-3665-7733-6323,sup20,90,96.8,12.61,3/7/2018
1001882,TU39,8764-6387-9161-6583,sup99,67,94.04,16.53,3/26/2018
1001883,SN76,9040-1637-0970-3925,sup94,57,93.68,24.85,4/16/2018
1001884,GL62,0074-8457-7541-8844,sup26,81,25.52,12.96,4/23/2018
1001885,PR65,0546-8356-3767-4203,sup68,61,50.65,16.79,4/25/2018
1001886,CV02,3716-0391-4624-3023,sup38,61,44.23,26.95,3/20/2018
1001887,PY13,2719-9847-1757-9165,sup46,37,45.02,27.83,3/19/2018
1001888,DD56,8002-8532-4186-3233,sup30,89,65.11,13.29,3/18/2018
1001889,VT19,8160-6744-0564-7098,sup90,93,73.29,10.71,4/3/2018
1001890,ZA45,3861-8997-2068-2498,sup06,78,73.28,20.96,4/18/2018
1001891,DO69,0236-2437-6234-5022,sup40,32,26.44,14.64,4/28/2018
1001892,RZ30,8081-7644-1432-2050,sup08,48,22.89,14.85,4/11/2018
1001893,CI29,9616-8746-2421-4473,sup91,97,71.03,13.93,3/12/2018
1001894,WB14,4997-7701-1089-0139,sup11,98,32.57,12.2,4/3/2018
1001895,UQ39,9646-7351-1013-4170,sup66,66,47.1,23.52,3/31/2018
1001896,XJ32,3288-1907-2261-2698,sup15,33,40.07,10.11,3/7/2018
1001897,LI94,7655-9107-1877-0819,sup98,5,53.71,24.08,4/30/2018
1001898,YL39,6164-5096-0837-2387,sup91,3,28.43,26.09,4/10/2018
1001899,LZ21,1747-2297-9025-0701,sup51,25,24.6,28.34,4/6/2018
1001900,XK85,7071-0150-6758-4350,sup54,18,65.96,23.98,4/11/2018
1001901,KH36,1029-2367-3018-5282,sup91,29,88.84,13.53,4/30/2018
1001902,BI43,2848-0654-8720-8855,sup59,16,64.81,27.25,3/14/2018
1001903,XV95,9991-5746-5518-6581,sup65,54,64.52,17.44,3/13/2018
1001904,ZE18,8190-6675-6253-3313,sup69,18,67.54,23.37,3/30/2018
1001905,YL81,1596-0128-8309-4288,sup82,55,67.2,17.16,3/6/2018
1001906,VM38,8672-9829-9379-6091,sup85,21,48.85,12.74,3/3/2018
1001907,LQ15,5472-0700-2726-4502,sup23,69,88.84,26.52,3/28/2018
1001908,LD38,3778-9293-9691-1783,sup18,27,44.47,20.46,4/30/2018
1001909,PV45,8542-8978-9634-2275,sup11,83,97.65,14.09,4/27/2018
1001910,CM15,2950-7195-0498-6944,sup73,19,23.8,13.48,3/1/2018
1001911,RF41,4827-2111-7450-1529,sup63,54,41.05,12.68,4/24/2018
1001912,EW88,8267-4617-3002-9648,sup81,88,81.05,19.88,3/29/2018
1001913,PI89,0033-2006-4148-7356,sup75,26,24.83,22.78,3/25/2018
1001914,XT19,2010-6199-7972-2924,sup06,85,53.95,25.4,3/9/2018
1001915,EI89,8176-1804-3789-0675,sup21,91,89.56,14.59,3/4/2018
1001916,BK08,0993-1319-6891-0821,sup17,6,86.5,25.4,3/19/2018
1001917,KE18,2056-5816-0582-7600,sup37,12,48.2,17.66,4/13/2018
1001918,KB64,6519-4369-4990-1206,sup61,39,29.7,15.69,4/2/2018
1001919,CK52,0754-5174-6687-9858,sup75,69,46.73,19.65,4/15/2018
1001920,JU05,9811-0482-6584-5200,sup88,38,91.89,17.07,3/23/2018
1001921,EC15,6371-6962-7870-2584,sup53,75,68.92,21.93,4/13/2018
1001922,SU20,9525-9394-2352-8352,sup25,47,57.56,18.04,3/13/2018
1001923,EO18,7788-0707-7494-4958,sup54,26,80.13,26.02,3/6/2018
1001924,PG83,0713-0035-2149-3961,sup59,23,96.45,17.13,4/25/2018
1001925,WK43,3531-4241-3594-2339,sup38,76,71.91,15.37,3/20/2018
1001926,YE69,6961-3340-1001-3469,sup29,80,73.09,15.77,4/29/2018
1001927,PV34,1657-5352-7952-9378,sup91,1,85.23,18.91,3/27/2018
1001928,ZT68,0361-9236-1689-0838,sup17,18,48.01,16.96,4/27/2018
1001929,UZ94,7042-6681-9620-3817,sup68,18,65.35,16.81,4/27/2018
1001930,ON76,6046-6348-1317-4934,sup38,99,81.58,22.81,4/30/2018
1001931,WL63,7830-0099-0884-1964,sup17,84,53.54,25.3,4/1/2018
1001932,TI01,5318-5811-7979-7406,sup98,73,63.34,28.14,4/6/2018
1001933,YF55,9124-2763-0331-5604,sup72,81,40.98,14,3/13/2018
1001934,CT02,8546-3640-3344-1359,sup32,49,35.06,14.38,4/7/2018
1001935,ZH65,5023-1771-2050-5854,sup60,24,32.4,11.1,3/15/2018
1001936,SW95,4760-4766-1176-2575,sup14,63,44.47,20.37,3/29/2018
1001937,BY24,7293-0484-5822-2613,sup61,33,87.46,20.2,3/16/2018
1001938,FS76,3546-7915-6163-9354,sup01,60,21.98,11.76,4/19/2018
1001939,QW66,3304-8188-0614-4650,sup46,6,67.31,15,3/20/2018
1001940,JK39,1302-0536-8990-2386,sup14,34,59.6,27.52,4/22/2018
1001941,BW52,3561-9015-3003-5720,sup84,2,35.23,12.69,4/21/2018
1001942,BX52,4556-9262-6823-4066,sup43,25,86.95,14.43,3/16/2018
1001943,LI84,1448-1401-0502-9475,sup80,83,75.92,18,3/15/2018
1001944,QD00,5248-7241-8206-8076,sup08,95,80.12,12.82,4/15/2018
